model_name,split,accuracy,macro_precision,macro_recall,macro_f1,mae,rmse,pearson,spearman,support,checkpoint_path
custom_transformer,val,0.77,0.7378191856452726,0.7923586744639376,0.7481809969614849,0.46896278858184814,0.6226966381072998,0.7058558180863266,0.6816378533732088,100,outputs\phase2\latest\custom_transformer\custom_transformer.pt
custom_transformer,test,0.6534653465346535,0.6666666666666666,0.6900584795321637,0.628010878010878,0.5461264252662659,0.7111932635307312,0.5618519694526912,0.5602686227535503,101,outputs\phase2\latest\custom_transformer\custom_transformer.pt
phobert,val,0.84,0.8611111111111112,0.7860818713450293,0.8005771150828916,0.24821585416793823,0.5051596760749817,0.7756032472664717,0.7606651072663254,100,outputs\phase2\latest\phobert\phobert.pt
phobert,test,0.8217821782178217,0.8140420599436992,0.7880701754385965,0.7995406152636589,0.25368571281433105,0.5159360766410828,0.7640554607934419,0.7563320078501314,101,outputs\phase2\latest\phobert\phobert.pt
