Model,Symbol,Horizon,BestValLoss,FinalTrainLoss,FinalValLoss,FinalValClean,FinalPredMean,FinalPredPos%,FinalPredNeg%,TestMAE,TestRMSE,TestDA%,TestSharpe,Epoch_000_TrainLoss,Epoch_000_ValLoss,Epoch_000_ValClean,Epoch_000_PredMean,Epoch_000_PredPos%,Epoch_000_PredNeg%,Epoch_001_TrainLoss,Epoch_001_ValLoss,Epoch_001_ValClean,Epoch_001_PredMean,Epoch_001_PredPos%,Epoch_001_PredNeg%,Epoch_002_TrainLoss,Epoch_002_ValLoss,Epoch_002_ValClean,Epoch_002_PredMean,Epoch_002_PredPos%,Epoch_002_PredNeg%,Epoch_003_TrainLoss,Epoch_003_ValLoss,Epoch_003_ValClean,Epoch_003_PredMean,Epoch_003_PredPos%,Epoch_003_PredNeg%,Epoch_004_TrainLoss,Epoch_004_ValLoss,Epoch_004_ValClean,Epoch_004_PredMean,Epoch_004_PredPos%,Epoch_004_PredNeg%,Epoch_005_TrainLoss,Epoch_005_ValLoss,Epoch_005_ValClean,Epoch_005_PredMean,Epoch_005_PredPos%,Epoch_005_PredNeg%,Epoch_006_TrainLoss,Epoch_006_ValLoss,Epoch_006_ValClean,Epoch_006_PredMean,Epoch_006_PredPos%,Epoch_006_PredNeg%,Epoch_007_TrainLoss,Epoch_007_ValLoss,Epoch_007_ValClean,Epoch_007_PredMean,Epoch_007_PredPos%,Epoch_007_PredNeg%,Epoch_008_TrainLoss,Epoch_008_ValLoss,Epoch_008_ValClean,Epoch_008_PredMean,Epoch_008_PredPos%,Epoch_008_PredNeg%,Epoch_009_TrainLoss,Epoch_009_ValLoss,Epoch_009_ValClean,Epoch_009_PredMean,Epoch_009_PredPos%,Epoch_009_PredNeg%,Epoch_010_TrainLoss,Epoch_010_ValLoss,Epoch_010_ValClean,Epoch_010_PredMean,Epoch_010_PredPos%,Epoch_010_PredNeg%,Epoch_011_TrainLoss,Epoch_011_ValLoss,Epoch_011_ValClean,Epoch_011_PredMean,Epoch_011_PredPos%,Epoch_011_PredNeg%,Epoch_012_TrainLoss,Epoch_012_ValLoss,Epoch_012_ValClean,Epoch_012_PredMean,Epoch_012_PredPos%,Epoch_012_PredNeg%,Epoch_013_TrainLoss,Epoch_013_ValLoss,Epoch_013_ValClean,Epoch_013_PredMean,Epoch_013_PredPos%,Epoch_013_PredNeg%,Epoch_014_TrainLoss,Epoch_014_ValLoss,Epoch_014_ValClean,Epoch_014_PredMean,Epoch_014_PredPos%,Epoch_014_PredNeg%,Epoch_015_TrainLoss,Epoch_015_ValLoss,Epoch_015_ValClean,Epoch_015_PredMean,Epoch_015_PredPos%,Epoch_015_PredNeg%,Epoch_016_TrainLoss,Epoch_016_ValLoss,Epoch_016_ValClean,Epoch_016_PredMean,Epoch_016_PredPos%,Epoch_016_PredNeg%,Epoch_017_TrainLoss,Epoch_017_ValLoss,Epoch_017_ValClean,Epoch_017_PredMean,Epoch_017_PredPos%,Epoch_017_PredNeg%,Epoch_018_TrainLoss,Epoch_018_ValLoss,Epoch_018_ValClean,Epoch_018_PredMean,Epoch_018_PredPos%,Epoch_018_PredNeg%
Linear Summary Baseline,VCB,5,,,,,,,,0.03732369547295045,0.05417345706800127,53.159851301115246,0.7389884335514473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linear Summary Baseline,CTG,5,,,,,,,,0.045690622193613924,0.06073874606784721,44.074074074074076,-0.5629373524150706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linear Summary Baseline,ACB,5,,,,,,,,0.03363366409695232,0.04732790038288646,50.55762081784386,0.1443487240444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linear Summary Baseline,BID,5,,,,,,,,0.04447352849232304,0.05882585613945255,50.0,0.8519269783106239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linear Summary Baseline,TCB,5,,,,,,,,0.04174892636924205,0.05141203119634838,46.26865671641791,1.349116016664461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linear Summary Baseline,MBB,5,,,,,,,,0.05084559824417919,0.06804109292067993,44.80286738351255,-0.8657027181970122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linear Summary Baseline,VPB,5,0.03555985540151596,0.039676032960414886,0.03555985540151596,,,,,0.043179411878994364,0.057434214429709626,49.8220640569395,0.7076796933925525,0.039676032960414886,0.03555985540151596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP Summary Baseline,VCB,5,,,,,,,,0.027147087986508122,0.04430787654263809,50.18587360594795,1.1087180340478737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP Summary Baseline,CTG,5,,,,,,,,0.033472383814843236,0.0456738799264704,45.18518518518518,-0.12703126115851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP Summary Baseline,ACB,5,,,,,,,,0.02437611847074396,0.03568022630811438,50.55762081784386,0.39303354136658397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP Summary Baseline,BID,5,,,,,,,,0.0302598714237416,0.04708473602724824,49.62406015037594,1.4779862196687217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP Summary Baseline,TCB,5,,,,,,,,0.03383805173900135,0.044867639758543916,51.11940298507462,0.9875913809039055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP Summary Baseline,MBB,5,,,,,,,,0.0316416018700235,0.04605002172522355,42.29390681003584,-0.7306124322996455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP Summary Baseline,VPB,5,0.0946950763463974,0.13734637573361397,0.21824784576892853,,,,,0.039066210213755746,0.053923118294980914,47.330960854092524,0.7633463792314765,0.31470710345927405,0.09780245274305344,,,,,0.2873204972814111,0.0946950763463974,,,,,0.2569367372814347,0.09778600931167603,,,,,0.23576864293392966,0.10494612902402878,,,,,0.21096045699189692,0.11727697402238846,,,,,0.20391205479117,0.13329163193702698,,,,,0.19334632377414143,0.19533845782279968,,,,,0.1998878537732012,0.20076613128185272,,,,,0.18404789531932159,0.1873544156551361,,,,,0.17373178022749283,0.1989153027534485,,,,,0.1617421711630681,0.19897723197937012,,,,,0.16140786733697443,0.22192680835723877,,,,,0.1419281468671911,0.22729556262493134,,,,,0.15365508637007544,0.1926848590373993,,,,,0.14094936935340657,0.21860572695732117,,,,,0.1344460159101907,0.20552055537700653,,,,,0.13734637573361397,0.21824784576892853,,,,,,,,,,,,,,,,
CNN-LSTM,VCB,5,,,,,,,,0.027746516040661057,0.04532422375914517,43.12267657992565,-0.37906519115106774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN-LSTM,CTG,5,,,,,,,,0.028789588342464267,0.04031696782903254,53.333333333333336,0.5131524944607542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN-LSTM,ACB,5,,,,,,,,0.029295240914478694,0.03879561905144746,40.89219330855018,0.23616044969523173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN-LSTM,BID,5,,,,,,,,0.03181508874219454,0.04928503399437928,46.2406015037594,0.22975725769631178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN-LSTM,TCB,5,,,,,,,,0.03550366488967568,0.04702532033155633,43.656716417910445,0.100957550880827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN-LSTM,MBB,5,,,,,,,,0.03025741296215643,0.04381431989134813,48.74551971326165,0.9755074779207298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN-LSTM,VPB,5,0.15055204927921295,0.10592030985828708,0.266720712184906,0.266720712184906,-0.06327860057353973,45.96774193548387,54.03225806451613,0.03818463742392236,0.05316529591105101,52.66903914590747,1.4714754771760155,0.3191961505833794,0.10030188411474228,0.15055204927921295,0.07379521429538727,83.06451612903226,16.93548387096774,0.3109537656692898,0.1012081429362297,0.16044755280017853,0.030123040080070496,58.06451612903226,41.935483870967744,0.29713644525584054,0.10780037194490433,0.17430457472801208,0.17430943250656128,70.16129032258065,29.838709677419356,0.28800465604838205,0.10513119399547577,0.17319844663143158,0.16884292662143707,74.19354838709677,25.806451612903224,0.25853434292709127,0.12244373559951782,0.20185688138008118,0.11252095550298691,66.12903225806451,33.87096774193548,0.26541460480760126,0.15446196496486664,0.2120274007320404,0.15298452973365784,66.12903225806451,33.87096774193548,0.26745180522694306,0.20358049869537354,0.23498117923736572,0.17435185611248016,71.7741935483871,28.225806451612907,0.2540006335167324,0.24775785207748413,0.24775785207748413,-0.03564729914069176,56.451612903225815,43.54838709677419,0.2353892293484772,0.25683531165122986,0.25683531165122986,0.14813871681690216,66.12903225806451,33.87096774193548,0.20982900327619383,0.29473745822906494,0.29473745822906494,-0.09299706667661667,33.87096774193548,66.12903225806451,0.1846669774283381,0.23495274782180786,0.23495274782180786,0.07579199969768524,62.903225806451616,37.096774193548384,0.17845761819797404,0.2492733895778656,0.2492733895778656,0.01094607450067997,48.38709677419355,51.61290322580645,0.1398885504287832,0.3196917474269867,0.3196917474269867,0.10570470243692398,52.41935483870967,47.58064516129033,0.1198297134217094,0.2631675601005554,0.2631675601005554,0.021890932694077492,49.193548387096776,50.806451612903224,0.10436019936905187,0.2999615967273712,0.2999615967273712,-0.05460847169160843,37.903225806451616,62.096774193548384,0.10592030985828708,0.266720712184906,0.266720712184906,-0.06327860057353973,45.96774193548387,54.03225806451613,,,,,,,,,,,,,,,,,,
CNN-LSTM Hybrid,VCB,5,,,,,,,,0.027605662564949413,0.04542594677210327,49.07063197026022,0.07113011361390724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN-LSTM Hybrid,CTG,5,,,,,,,,0.030213918184234363,0.041088700118319874,50.74074074074074,1.027875621681589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN-LSTM Hybrid,ACB,5,,,,,,,,0.02416055239334447,0.035643016612766226,46.09665427509294,0.46122430480614324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN-LSTM Hybrid,BID,5,,,,,,,,0.03707790285538043,0.05362150152998267,45.86466165413533,-0.4100430482014941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN-LSTM Hybrid,TCB,5,,,,,,,,0.03434235488326907,0.045593721772022956,50.0,0.6394919567873965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN-LSTM Hybrid,MBB,5,,,,,,,,0.030736585187287044,0.044115268114861904,48.028673835125446,0.859002253232404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN-LSTM Hybrid,VPB,5,0.16724702715873718,0.09832736082813319,0.28942418098449707,0.28942418098449707,-0.003004880389198661,49.193548387096776,50.806451612903224,0.039007185033189055,0.05311496488295214,42.704626334519574,0.28740624359811556,0.3290083084036322,0.10457690805196762,0.16724702715873718,0.08489803224802017,76.61290322580645,23.387096774193548,0.30810033267035203,0.12660521268844604,0.21217599511146545,0.1706884205341339,67.74193548387096,32.25806451612903,0.2987359280095381,0.11898321658372879,0.19365818798542023,0.14733919501304626,82.25806451612904,17.741935483870968,0.27978778761975903,0.11649101972579956,0.18891900777816772,0.10542182624340057,73.38709677419355,26.61290322580645,0.25721589607350964,0.14045579731464386,0.236053004860878,0.0579373724758625,65.32258064516128,34.67741935483871,0.26263858027317943,0.2218175083398819,0.29711684584617615,0.057302456349134445,59.67741935483871,40.32258064516129,0.25971157235257764,0.2856058180332184,0.32996666431427,0.13303515315055847,62.903225806451616,37.096774193548384,0.22311557106235447,0.33981215953826904,0.33981215953826904,0.1621476709842682,62.903225806451616,37.096774193548384,0.18627561935607126,0.36887630820274353,0.36887630820274353,0.16893354058265686,59.67741935483871,40.32258064516129,0.18073637893094735,0.3828582167625427,0.3828582167625427,0.11982876807451248,56.451612903225815,43.54838709677419,0.16437754144563393,0.36259639263153076,0.36259639263153076,0.05051273852586746,52.41935483870967,47.58064516129033,0.15027981974622784,0.25655001401901245,0.25655001401901245,0.06317376345396042,46.774193548387096,53.2258064516129,0.14026426414356513,0.3881099224090576,0.3881099224090576,0.05450443550944328,46.774193548387096,53.2258064516129,0.1183675052050282,0.363217294216156,0.363217294216156,0.13258133828639984,50.806451612903224,49.193548387096776,0.10366788133978844,0.32606539130210876,0.32606539130210876,0.00375560880638659,47.58064516129033,52.41935483870967,0.09832736082813319,0.28942418098449707,0.28942418098449707,-0.003004880389198661,49.193548387096776,50.806451612903224,,,,,,,,,,,,,,,,,,
GPT4TS Baseline,VCB,5,,,,,,,,0.02714070529520092,0.04471770410054426,46.468401486988846,-0.16672876576027978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPT4TS Baseline,CTG,5,,,,,,,,0.028947228414368444,0.04037649516430516,51.11111111111111,0.8968193054706495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPT4TS Baseline,ACB,5,,,,,,,,0.024212922909727007,0.03586634005693952,46.468401486988846,-0.26325289858169143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
