Symbol,Horizon,N_Samples,CMTF_DA%,CMTF_IC,CMTF_MAE,Mkt_DA%,Mkt_IC,Mkt_MAE,News_DA%,News_IC,News_MAE,Both_DA%,Both_IC,Both_MAE
VCB,1d,10,50.0,0.3333,0.004778,50.0,0.6727,0.004726,50.0,0.3333,0.004778,50.0,0.6727,0.004752
