table,horizon,best_forecast_model,best_forecast_setting,best_forecast_DA,best_forecast_IC,best_forecast_RMSE,best_trading_model,best_trading_setting,best_trading_sharpe,best_trading_f1,degenerate_rows_excluded
data_ablation,5,lstm,lstm::late,54.61,0.2811,0.04653,lstm,lstm::late,0.835,0.485,0
