model_name,fusion_type,news_scope,sentiment_mode,market_encoder_name,use_cross_attention,use_positional_encoding,use_news_gate,recency_gate_k,use_two_stage,use_aux_loss,use_variance_reg,MAE,MAE_std,RMSE,RMSE_std,DA%,DA%_std,Sharpe,Sharpe_std,IC,IC_std,Prec,Prec_std,Rec,Rec_std,F1,F1_std,ESS,ESS_std,base_rate_DA%,base_rate_DA%_std,DA_skill%,DA_skill%_std,degenerate,seed_count
cmtf,cmtf,matched,scalars,lstm,True,True,False,3,True,True,False,0.012283056062516007,8.313564718957019e-05,0.019120256137609332,2.188902166312688e-05,46.86346863468634,3.8876951117537777,-0.005046753212395218,0.14838483226955793,0.04747892726144679,0.05683701185222607,0.4735068123348996,0.11184934639870825,0.47259871165392453,0.01270386731830302,0.4123636840879712,0.09025976847179579,475.0,0.0,53.32,0.0,-6.46,3.8882258164875148,False,3
cmtf,cmtf,matched,scalars,lstm,True,True,False,5,True,True,False,0.012313619102027449,7.582515535225919e-05,0.019185454498750584,0.00010898850424989094,47.601476014760145,2.2445618192982364,-0.33877755453909847,0.1916570242060325,0.0313169047349088,0.05672943018889789,0.5201355414649583,0.024361186728727644,0.47188752273753026,0.010132042351713484,0.4492582459288084,0.050017582217932205,475.0,0.0,53.32,0.0,-5.716666666666666,2.2448682218191194,False,3
