model_name,fusion_type,news_scope,sentiment_mode,market_encoder_name,use_cross_attention,use_positional_encoding,use_news_gate,recency_gate_k,use_two_stage,use_aux_loss,use_variance_reg,MAE,MAE_std,RMSE,RMSE_std,DA%,DA%_std,Sharpe,Sharpe_std,IC,IC_std,Prec,Prec_std,Rec,Rec_std,F1,F1_std,ESS,ESS_std,base_rate_DA%,base_rate_DA%_std,DA_skill%,DA_skill%_std,degenerate,seed_count
cmtf,cmtf,matched,scalars,lstm,False,True,True,5,True,True,True,0.012256209698137519,7.337871903493155e-05,0.01913964595676364,5.440868741798173e-05,48.46248462484624,2.9996921028922996,-0.43656020423303254,0.6440752328022901,0.07311139068085536,0.07250705188364204,0.5126642633989781,0.04507989381616808,0.4608413000168679,0.02538800441590498,0.4072473640322379,0.007228926446277255,475.0,0.0,53.32,0.0,-4.8566666666666665,3.0028708485936138,False,3
cmtf,cmtf,matched,scalars,lstm,True,True,True,5,True,True,True,0.012294855423715638,6.826417061277172e-05,0.019192633745615528,6.616961190503467e-05,48.2779827798278,1.0810821544432303,-0.4069035823624317,0.5742118031107795,0.006992097690334029,0.06066946307075487,0.514658109611143,0.02275938629839859,0.4620653655556619,0.009218422929897038,0.4299683534601741,0.015726032193549424,475.0,0.0,53.32,0.0,-5.04,1.0811567878897117,False,3
