cell,DA%_seedmean,Sharpe_seedmean,IC_seedmean,DA%_ens,Sharpe_ens,IC_ens,n_seeds
cmtf_real,45.79831932773109,0.021484980754171268,0.045999846226467446,44.85294117647059,-0.09922072434200446,0.06349841968139705,3
cmtf_placebo,48.07422969187675,0.3331025239179979,-0.03602273571567925,48.634453781512605,0.44716757049387285,-0.05081103399057963,3
market_only,47.93417366946778,0.48728490360908117,-0.06052418161758993,49.26470588235294,0.5644852333541369,-0.09521054406649744,3
late,48.61694677871148,0.5065697724445223,-0.057549993514637576,49.002100840336134,0.7776844169984937,-0.09875978732385252,3
