cell,group,seed_count,MAE,MAE_std,RMSE,RMSE_std,DA%,DA%_std,Sharpe,Sharpe_std,IC,IC_std,Prec,Prec_std,Rec,Rec_std,F1,F1_std,ESS,ESS_std,base_rate_DA%,base_rate_DA%_std,DA_skill%,DA_skill%_std,train_time_sec,train_time_sec_std,DA%_gated,DA%_gated_std,Sharpe_gated,Sharpe_gated_std,IC_gated,IC_gated_std,gate_coverage,gate_coverage_std,gate_tau,gate_tau_std,MAE_ci95,RMSE_ci95,DA%_ci95,Sharpe_ci95,IC_ci95,Prec_ci95,Rec_ci95,F1_ci95,ESS_ci95,base_rate_DA%_ci95,DA_skill%_ci95,train_time_sec_ci95,DA%_gated_ci95,Sharpe_gated_ci95,IC_gated_ci95,gate_coverage_ci95,gate_tau_ci95
0,0 — Reference,3,0.034644463818432066,0.0007880340579235518,0.04869704562475616,0.00048387338864803493,44.2577030812325,3.608821385114123,-0.2266363603367374,0.6041608228932276,0.009732647390971462,0.04336366921273694,0.49483788502753456,0.03336134829152747,0.44427083333333334,0.0279843590417223,0.46221861859791163,0.03287440970100996,422.0,0.0,53.78,0.0,-9.523333333333333,3.6059718985778764,66.92,14.4125813093977,53.15689522130313,4.333737846545569,0.23346980143291693,0.19406947815967324,0.09182285589365012,0.003834310532502521,0.2876064333017975,0.019867549668874163,0.01957375882193446,0.0046577940071732375,0.0008917444839266014,0.0005475542851316932,4.083765836379718,0.6836723309132123,0.04907061114232618,0.037751919496618803,0.03166728336264152,0.03720089660904317,0.0,0.0,4.080541338814959,16.309371089448337,4.904086036108692,0.219610288295676,0.004338930827470017,0.022482248892947008,0.005270790102787737
0p,0 — Reference,3,0.03254137661056517,0.0011930191118924543,0.04647297236789893,0.000956477511215677,48.47689075630252,1.9103501554068456,0.48948232139880066,0.1549916204497083,-0.0185999340362843,0.036185415380060475,0.49745471655026136,0.018639389090188592,0.4601917613636364,0.014526163551868481,0.42011926904417235,0.02338951221231172,422.0,0.0,53.78,0.0,-5.303333333333334,1.9147410616930254,67.50999999999999,12.66129140332849,51.337558927938126,0.9158354115528747,0.23019569331577686,0.3020312537954293,0.05658499869313242,0.027314163114839977,0.2327341532639546,0.01053503190696315,0.014840159953261415,0.003953371170371556,0.0013500282145829745,0.001082356195205421,2.1617647058823484,0.17538952942599978,0.04094765224841603,0.021092454365151093,0.016437901496449046,0.026467724697104737,0.0,0.0,2.16673348409792,14.327599999999995,1.0363653299311502,0.3417805383376437,0.030908885277002727,0.011921510874516685,0.004473660622464227
1,1 — Component knockouts,3,0.03531726526193657,0.0013387448872175078,0.04942290244481253,0.0012475876345653795,45.67577030812325,1.62758642050091,0.10595686288634175,0.08259131592466692,0.07658724253397711,0.03889850200187474,0.5235362543659057,0.021436007808478874,0.464459043560606,0.015918293887906214,0.4805826093648577,0.01706318085202902,422.0,0.0,53.78,0.0,-8.106666666666667,1.6275544025725632,61.54666666666666,1.4043266476619052,56.205391850624004,4.386404724745334,0.3943937633903561,0.3623144695091932,0.1677397119737898,0.09880864900065699,0.36613055818353835,0.035528188705062254,0.020544837849835556,0.002921643570939275,0.0015149324531820762,0.001411778311041782,1.8417874176909368,0.09346087222439048,0.04401779877963693,0.02425712636200935,0.018013245271995566,0.01930880683397444,0.0,0.0,1.8417511859942188,1.5891452013932208,4.963684219268475,0.40999741874476114,0.11181251219363342,0.04020393025286753,0.0033061509362295426
2,1 — Component knockouts,3,0.03412250474245008,0.002247894945233624,0.049206148686810204,0.0037615153680403027,47.65406162464986,4.207038775473629,0.08610178305666298,0.8476027729038114,0.03436785713060515,0.07544400928687066,0.536837948937388,0.051682985247163936,0.47446141098484845,0.036788132018270435,0.48632548111093055,0.028552151347167987,422.0,0.0,53.78,0.0,-6.126666666666666,4.205429030828285,194.82666666666668,93.79921179484045,53.65651505856729,5.60096697247816,0.1212301230307476,0.5950523138057981,0.07065466279162354,0.12842754862498715,0.2532324187953327,0.08350988250727238,0.01936674180130164,0.005691498441493639,0.0025437325934116383,0.0042565553441860065,4.760712540241351,0.9591528306397019,0.08537293337821802,0.05848480347214818,0.04162969033051458,0.03230980084181153,0.0,0.0,4.758890942692893,106.14380035187068,6.338090786993639,0.673365082573067,0.14532945234920017,0.09450032816531276,0.006440536788285829
3,1 — Component knockouts,3,0.03449721188211811,0.0008141753803102006,0.04860838767960266,0.0006314621317463819,46.44607843137255,1.906254564259975,0.09873841727180153,0.5358415724692849,0.07750124927480323,0.06515650678756581,0.5292344723841268,0.027951710851652677,0.47489642518939396,0.02262260320807589,0.4808653894883608,0.017060677429763284,422.0,0.0,53.78,0.0,-7.329999999999999,1.905492062434268,89.01333333333334,8.735584315507074,56.67266485258117,1.3154149001253865,0.40585510610372283,0.13580774367717066,0.18767342422543035,0.041042008209095635,0.2967518133081047,0.09985262491771654,0.021199720446020365,0.00499704220973555,0.0009213261749797341,0.0007145666702237839,2.157130108206121,0.6063618211719426,0.07373152839718332,0.03163033845764402,0.02559988546182731,0.01930597394499716,0.0,0.0,2.1562672561628347,9.885244233929898,1.4885320874995358,0.15368092924529836,0.04644340439570423,0.11299388215604739,0.005654685583287775
4,1 — Component knockouts,3,0.034644463818432066,0.0007880340579235518,0.04869704562475616,0.00048387338864803493,44.2577030812325,3.608821385114123,-0.2266363603367374,0.6041608228932276,0.009732647390971462,0.04336366921273694,0.49483788502753456,0.03336134829152747,0.44427083333333334,0.0279843590417223,0.46221861859791163,0.03287440970100996,422.0,0.0,53.78,0.0,-9.523333333333333,3.6059718985778764,95.18333333333334,44.440889205025286,53.15689522130313,4.333737846545569,0.23346980143291693,0.19406947815967324,0.09182285589365012,0.003834310532502521,0.2876064333017975,0.019867549668874163,0.01957375882193446,0.0046577940071732375,0.0008917444839266014,0.0005475542851316932,4.083765836379718,0.6836723309132123,0.04907061114232618,0.037751919496618803,0.03166728336264152,0.03720089660904317,0.0,0.0,4.080541338814959,50.28960031727346,4.904086036108692,0.219610288295676,0.004338930827470017,0.022482248892947008,0.005270790102787737
5,1 — Component knockouts,3,0.034967958309087714,0.00012461706354389095,0.049141207134390234,0.00035808185570566995,44.94047619047618,3.27334138866009,-0.1087519170100636,0.44679697759385023,0.05297901690522221,0.025918677949185863,0.5070213708886698,0.030915262763713668,0.4546135179924242,0.02490102285260077,0.4681185810830004,0.04203422421679366,422.0,0.0,53.78,0.0,-8.836666666666666,3.2733825522436777,76.88666666666667,14.240457623732933,54.71151339397775,2.3583854257863335,0.3805347275913126,0.16596899648591,0.16963867221370413,0.04937650581105414,0.3397981709239987,0.08373198483699378,0.019886475211630266,0.004014521084926237,0.00014101748255806483,0.000405207765335835,3.704134482509195,0.5055983763623644,0.029329745154363283,0.034983913146248276,0.028178160004210313,0.0475662025068161,0.0,0.0,3.7041810634890826,16.11459480319351,2.668764342444035,0.18781159980461348,0.05587477628644425,0.09475166061142323,0.0045428582649372
6,1 — Component knockouts,3,0.03411803700696046,0.0010584853225140596,0.04824013498991009,0.0010716148114200835,46.16596638655462,3.8627050437388433,-0.011633970278157083,0.5317313921603837,0.01926807663637442,0.045265216584113234,0.5072929549744313,0.03877097293896502,0.4563920454545454,0.032757977040781434,0.4739834173282478,0.03716322264726833,422.0,0.0,53.78,0.0,-7.613333333333333,3.8622834351369577,80.87666666666667,9.276056992781651,55.78377346397474,4.179546592382662,0.3503078698285338,0.2035344914296429,0.09857588006289165,0.12898073091731713,0.27183853673919894,0.03146791812574636,0.019509554064522188,0.0010721846207237366,0.00119778890033805,0.0012126463156883116,4.371062241733383,0.6017107143047291,0.051222414560338395,0.04387348605958809,0.037069140650701375,0.04205414533473456,0.0,0.0,4.370585146687392,10.496846643529562,4.729602206397318,0.2303209590959047,0.14595543704215996,0.03560930156144406,0.0012132911156158195
7,1 — Component knockouts,3,0.034012798444825666,0.0016623287457716363,0.04852096551736976,0.0014615168087389239,44.81792717086835,4.000340562909548,-0.03616744852405408,0.5814008550861819,0.02476380813304872,0.10827235607166263,0.5121467694341856,0.05443286989055885,0.45866773200757577,0.040563484012498,0.46132917070360085,0.04167750260223024,422.0,0.0,53.78,0.0,-8.963333333333333,3.999879164841525,94.04333333333334,36.170928013161806,49.96941911399438,6.859820441456293,-0.1307878029846483,0.6033353814122745,6.324568955318073e-05,0.15595602322248234,0.36676127404604225,0.0998167634116251,0.013192468866085013,0.0029747882580487355,0.0018811020597516983,0.0016538619609831379,4.526811493658173,0.657917002774528,0.1225217048905881,0.06159659088479294,0.04590190329121421,0.047162533999235964,0.0,0.0,4.526289372592571,40.931258249465586,7.762617589795885,0.6827382559452044,0.17648085389891766,0.11295330104166433,0.003366289811070488
8,2 — News side,3,0.034729256328179955,0.0015264824886461873,0.048648518481033375,0.0011935788248224374,45.74579831932774,2.3651954305037206,0.14248477172792753,0.1313105573920248,0.04896691406081919,0.02557216431405188,0.513129310517152,0.023861065768915207,0.46662819602272726,0.025008953477351967,0.47480375245951567,0.021153590638845192,422.0,0.0,53.78,0.0,-8.033333333333333,2.366692488122048,122.78333333333335,80.61545778157769,51.46915682839326,1.1975309145091888,0.2100724839227902,0.1829847082227065,0.117128282220556,0.06115649116570789,0.3276568905707979,0.037373906512721974,0.017321028048172593,0.003567409158278327,0.0017273775484369274,0.001350661589388132,2.6764705882352957,0.14859188388914163,0.028937628062939223,0.027001337779875737,0.02830029500370797,0.023937541249342262,0.0,0.0,2.678164668408406,91.22497825203604,1.3551337998753668,0.20706669027793087,0.06920508460894027,0.04229255657214436,0.004036903490169396
8p,2 — News side,3,0.03355624586052624,0.0013295285359195418,0.04780481434367597,0.0014357599329083144,46.41106442577031,3.9241078838849237,0.15453758506200366,0.41715507667713836,-0.03818077232897903,0.027488857650432266,0.49461118654895486,0.01849028719619688,0.4488429214015152,0.027187277608557225,0.44004073233314545,0.021997276783705538,422.0,0.0,53.78,0.0,-7.37,3.9229070853131343,97.33333333333333,29.802619571664053,46.42920923760542,3.5741660437404312,-0.2252166699423991,0.26061202001655986,-0.10087984511397564,0.00949868499969092,0.2155471460107222,0.015381581076325703,0.016065653103093307,0.0038304356531683975,0.0015045031698925355,0.0016247153121623369,4.4405460964565835,0.472055407794195,0.03110657075381705,0.020923729688630807,0.03076530080983385,0.02489226199812175,0.0,0.0,4.439187264954399,33.72483884722225,4.044549625864637,0.29491026302480144,0.010748773949377266,0.017405897550958248,0.004334545988721817
9,2 — News side,3,0.03462047049335813,0.0007999362448468885,0.048824191596973265,0.0008415631555686785,46.8312324929972,1.7398120796645438,0.14894452960851884,0.3030392081536875,0.06312430242756022,0.022833314760108744,0.5271111437804995,0.009569266937692757,0.4749881628787879,0.007367026530852553,0.4836820180033535,0.027363541896046818,422.0,0.0,53.78,0.0,-6.946666666666666,1.741732853606813,80.43333333333334,2.735074648585186,54.87290287600674,3.9110208143291643,0.2750944372089795,0.35449245118312955,0.1342215049876255,0.07185015489178866,0.3465783664459161,0.07875792059827585,0.019722219711790483,0.005569101526091347,0.0009052130763419034,0.000952318360238989,1.9687827061660264,0.3429211460689834,0.02583832802955087,0.010828644931151626,0.008336575311401079,0.030964762628141896,0.0,0.0,1.970956266497165,3.095028325844181,4.425736683119978,0.4011459717478894,0.08130610428545736,0.0891229770501303,0.006302031639857062
10,3 — Gate sweep,3,0.03484629261930081,0.001228511380663494,0.04934294228613164,0.001736336829947041,46.81372549019608,3.2551728410018086,0.14267542776463438,0.3874612906189844,0.07020931602396506,0.035970731192193274,0.5238091798316539,0.03187313784531488,0.47570430871212127,0.025993010324903282,0.4798951549617882,0.051053376020416916,422.0,0.0,53.78,0.0,-6.966666666666666,3.2516662395352536,77.73333333333333,18.42578989713422,55.72015778021853,1.507585643003236,0.3427807067101591,0.20740682673894698,0.13108305951358562,0.05721240928826927,0.34783979817092403,0.06882700395863826,0.01981326526341339,0.0037374635832083253,0.001390191497604031,0.0019648500909006197,3.6835748353818603,0.4384537256612837,0.040704714220050495,0.03606785084122477,0.029413860155938,0.05777233356131671,0.0,0.0,3.679606742272574,20.85074412399818,1.7059937545560935,0.23470291900901433,0.06474193581099585,0.07788508695554908,0.004229338187469431
11,3 — Gate sweep,3,0.03556139859226002,0.0021625161536509975,0.04947442474447262,0.0015892078203019733,44.31022408963586,0.8142168035177526,-0.22386487668350044,0.4554840989612837,0.007241654001456095,0.0423977415744511,0.49372210891639967,0.012725184452486464,0.4470495975378788,0.015611062467396622,0.45444981742141205,0.001855966077098508,422.0,0.0,53.78,0.0,-9.47,0.8166394553289724,94.15333333333335,20.68511622721355,51.39159541542244,2.805774984899207,0.3094678737005738,0.09435671432853293,0.10929528552621522,0.00834455920427792,0.30526647745190794,0.13697284136073906,0.019943230630209047,0.0024921384369220824,0.0024471173955371425,0.0017983579431852215,0.9213730497517946,0.5154287796079069,0.04797756112164141,0.014399901791496174,0.017665580191059505,0.002100223327870489,0.0,0.0,0.9241145383555012,23.40741254712086,3.1750332879214676,0.10677467385815713,0.00944275766560291,0.1549993613893296,0.002820120122932964
