real_cell,placebo_cell,real_minus_placebo_DA,real_minus_placebo_Sharpe,real_minus_placebo_IC,n_seeds_available,bootstrap_seed,DA_ci_low,DA_ci_high,Sharpe_ci_low,Sharpe_ci_high,IC_ci_low,IC_ci_high
0,0p,0.25375290050516414,0.27420878774755914,0.0049765325026470296,3,1,-1.411395713538944,1.9681483863784681,-0.19656428582621757,0.7533947978635537,-0.03111055082761824,0.041595776231645065
8,8p,-1.1982673503411143,-0.05208199174383136,0.00432738262971072,3,1,-3.172416614827436,0.7235422986181316,-0.6262168528858747,0.570135498386519,-0.03131626900784425,0.039392354762223705
18,18p,-0.7648307332837448,-0.16678252346400066,0.03139566379715126,3,1,-3.2934724181124233,1.7171409092540157,-0.9279600221402801,0.6302738783098091,-0.011396453792165277,0.07092712863729085
