cell,group,seed,MAE,RMSE,DA%,Sharpe,IC,Prec,Rec,F1,ESS,base_rate_DA%,DA_skill%,DA_ind%,Prec_ind,Rec_ind,F1_ind,ModalDisagreement,TemporalLag,CompositeScore,degenerate,DA%_gated,Sharpe_gated,IC_gated,gate_coverage,gate_tau,gate_conviction,train_time_sec
0,0 — Reference,1,0.013399262817897894,0.019896496204640964,46.18997912317328,0.9199308986644258,0.02213650627580337,0.5372738680644367,0.4581696511758418,0.37517951947639183,2142,50.47,-4.28,46.18997912317328,0.5372738680644367,0.4581696511758418,0.37517951947639183,0.23904761904761904,1.0,0.7169639290264405,False,50.85324232081911,0.27329277472529245,0.05625155325594358,0.30438842203548083,0.0028916532755829394,True,80.08
0,0 — Reference,42,0.013338902512410385,0.01993397024619475,46.764091858037574,0.4033560542765918,0.036082925051496,0.5153699284009546,0.4674860491041024,0.4901770778601271,2142,50.47,-3.71,46.764091858037574,0.5153699284009546,0.4674860491041024,0.4901770778601271,0.3780718336483932,1.0,0.7060413409550346,False,57.20720720720721,0.6091799275904127,0.141200356450572,0.226890756302521,0.002856361912563443,True,66.34
0,0 — Reference,123,0.013258159312241207,0.019867237267643292,44.62421711899791,-0.052917236044445946,0.020358148613935267,0.5012712131065008,0.4468258647049145,0.47014969202645857,2142,50.47,-5.85,44.62421711899791,0.5012712131065008,0.4468258647049145,0.47014969202645857,0.47440758293838864,1.0,0.7163532154447894,False,55.28169014084507,0.4533743826644615,0.05656076593190376,0.2950513538748833,0.0016978038183879107,True,74.97
0p,0 — Reference,1,0.013565832343204071,0.020046310856040278,45.92901878914405,0.6442922068361838,0.017144777954017355,0.5027121888959796,0.45587855501300556,0.390771551346137,2142,50.47,-4.54,45.92901878914405,0.5027121888959796,0.45587855501300556,0.390771551346137,0.3103448275862069,1.0,0.722692135232669,False,52.74102079395085,0.5300762865992572,0.08772794114709578,0.27684407096171804,0.003162747132591903,True,76.61
0p,0 — Reference,42,0.013311251533916553,0.019897215039147566,46.60751565762004,0.4852765378988324,0.025393591669678525,0.5111873156342184,0.46342418896285537,0.43814535788415765,2142,50.47,-3.86,46.60751565762004,0.5111873156342184,0.46342418896285537,0.43814535788415765,0.2886255924170616,1.0,0.7089749873840859,False,51.434426229508205,0.5392164019249587,0.05694353277200343,0.2530345471521942,0.0016966568946372718,True,77.21
0p,0 — Reference,123,0.013313862100042411,0.019914996273751165,46.972860125260965,0.614596383188872,0.05397680531141866,0.5214219392492373,0.46870106561851965,0.4866083659491193,2142,50.47,-3.5,46.972860125260965,0.5214219392492373,0.46870106561851965,0.4866083659491193,0.3680227057710501,1.0,0.704135384223032,False,55.57894736842105,0.5670560472056839,0.1060228278140972,0.24789915966386555,0.0024229257251136005,True,78.03
1,1 — Component knockouts,1,0.013273077574729213,0.019877760958761436,45.77244258872651,-0.1455025430699491,0.00046391896522158995,0.5084583523310939,0.45838759135780005,0.4792340776720207,2142,50.47,-4.7,45.77244258872651,0.5084583523310939,0.45838759135780005,0.4792340776720207,0.44955419990614737,1.0,0.7134793784684857,False,49.056603773584904,0.2195334401212693,0.01051696762813691,0.2488328664799253,0.0014708491216879338,True,45.35
1,1 — Component knockouts,42,0.01337824647112942,0.01985374938428344,46.86847599164927,0.7397436180778707,0.04487315120071954,0.5346842711202437,0.4652837635654142,0.40580865406276534,2142,50.47,-3.6,46.86847599164927,0.5346842711202437,0.4652837635654142,0.40580865406276534,0.3610193487494101,1.0,0.7155298883643142,False,53.550863723608444,0.6728438553116909,0.0717900090562206,0.2726423902894491,0.0033474023803137243,True,46.04
1,1 — Component knockouts,123,0.013295131082329614,0.01988997950448769,45.51148225469729,0.11512122751051802,0.02488615461412985,0.5020117199401477,0.4531641100467155,0.44990047727964494,2142,50.47,-4.96,45.51148225469729,0.5020117199401477,0.4531641100467155,0.44990047727964494,0.46088193456614507,1.0,0.7174775685679753,False,56.47969052224371,0.5632372122920476,0.13595287237159126,0.27170868347338933,0.0019362122984603047,True,60.76
2,1 — Component knockouts,1,0.013193126327696533,0.019822983732539674,46.39874739039666,0.5940387751538484,-0.0028298569544303103,0.5089760348583878,0.4619247605109826,0.45728626023842345,2142,50.47,-4.07,46.39874739039666,0.5089760348583878,0.4619247605109826,0.45728626023842345,0.25,1.0,0.704269961399764,False,49.36708860759494,0.26979022806683933,0.03950169595002709,0.24603174603174602,0.0005645982746500522,True,51.65
2,1 — Component knockouts,42,0.013385436440428765,0.01994350739772175,47.44258872651357,0.8217029145964105,0.04429470197759687,0.5256841531822167,0.4724033244595356,0.4682975883153031,2142,50.47,-3.03,47.44258872651357,0.5256841531822167,0.4724033244595356,0.4682975883153031,0.28903654485049834,1.0,0.7036317444436115,False,55.64516129032258,0.6791899455661461,0.12086315086342014,0.25957049486461253,0.0025269851903431118,True,74.43
2,1 — Component knockouts,123,0.013258958616333721,0.019842918688048636,48.22546972860125,0.7800795944328927,0.056368671557167044,0.5325253693285004,0.48083597494995545,0.4914282977908313,2142,50.47,-2.24,48.22546972860125,0.5325253693285004,0.48083597494995545,0.4914282977908313,0.43732327992459946,1.0,0.7032610672524561,False,56.022944550669216,0.6314681087077986,0.0985538255252268,0.27124183006535946,0.002114270580932498,True,75.12
3,1 — Component knockouts,1,0.013694359397873798,0.02029379265486626,46.81628392484342,0.9340721660807161,0.061555735401487996,0.5302268819231406,0.468856347998165,0.4935240059726306,2142,50.47,-3.65,46.81628392484342,0.5302268819231406,0.468856347998165,0.4935240059726306,0.5132827324478179,1.0,0.7190328603747318,False,53.0827067669173,0.4195675211703721,0.07035662636983725,0.34593837535014005,0.002681327168829739,True,72.86
3,1 — Component knockouts,42,0.013317950391531025,0.019867401654409655,47.91231732776618,0.6067533361604226,0.021700203526729422,0.526157213788685,0.47686074603103684,0.46323192172450695,2142,50.47,-2.56,47.91231732776618,0.526157213788685,0.47686074603103684,0.46323192172450695,0.27838479809976246,1.0,0.7027244089681939,False,54.68164794007491,0.7275965116019456,0.12113859587556557,0.2754435107376284,0.0020227438653819263,True,63.05
3,1 — Component knockouts,123,0.013499509350612159,0.019957158370378446,48.43423799582464,0.6473771097687255,0.03161681110715854,0.5065502183406113,0.47983453981385726,0.33154698106466596,2142,50.47,-2.04,48.43423799582464,0.5065502183406113,0.47983453981385726,0.33154698106466596,0.6064425770308123,1.0,0.739049993748374,False,52.702702702702695,0.12090048351377372,0.08658746064245046,0.23062558356676005,0.003892185166478157,True,51.69
4,1 — Component knockouts,1,0.014779754819531294,0.021143523069677306,48.53862212943633,0.6885044693833156,0.08450967336981634,0.5474017577722392,0.4834577953389133,0.4872844432214273,2142,50.47,-1.93,48.53862212943633,0.5474017577722392,0.4834577953389133,0.4872844432214273,0.3743492664458116,1.0,0.7306882653233371,False,55.97826086956522,1.3370955495076995,0.14308954286233877,0.3842203548085901,0.005591746885329485,True,76.02
4,1 — Component knockouts,42,0.013338902512410385,0.01993397024619475,46.764091858037574,0.4033560542765918,0.036082925051496,0.5153699284009546,0.4674860491041024,0.4901770778601271,2142,50.47,-3.71,46.764091858037574,0.5153699284009546,0.4674860491041024,0.4901770778601271,0.3780718336483932,1.0,0.7060413409550346,False,57.20720720720721,0.6091799275904127,0.141200356450572,0.226890756302521,0.002856361912563443,True,68.81
4,1 — Component knockouts,123,0.013258159312241207,0.019867237267643292,44.62421711899791,-0.052917236044445946,0.020358148613935267,0.5012712131065008,0.4468258647049145,0.47014969202645857,2142,50.47,-5.85,44.62421711899791,0.5012712131065008,0.4468258647049145,0.47014969202645857,0.47440758293838864,1.0,0.7163532154447894,False,55.28169014084507,0.4533743826644615,0.05656076593190376,0.2950513538748833,0.0016978038183879107,True,74.24
5,1 — Component knockouts,1,0.013293524878476919,0.019831519671720012,46.764091858037574,0.6063689686277028,0.0020732999007194684,0.5347660311958407,0.46342582351422007,0.3412825379815911,2142,50.47,-3.71,46.764091858037574,0.5347660311958407,0.46342582351422007,0.3412825379815911,0.27229601518026564,1.0,0.721778923235548,False,47.34299516908212,0.17118986701790184,-0.12328437939833593,0.21988795518207283,0.00213389890268445,True,52.42
5,1 — Component knockouts,42,0.01414886495534771,0.020640415178146528,46.5553235908142,0.7889670714850313,0.06892183601427206,0.5166469917499497,0.4655845210165166,0.48971198749066414,2142,50.47,-3.91,46.5553235908142,0.5166469917499497,0.4655845210165166,0.48971198749066414,0.5366084081247048,1.0,0.7297328740503659,False,60.16042780748663,0.9128025688441936,0.19432944077059214,0.19794584500466852,0.006953421630896628,True,73.97
