model_name,fusion_type,news_scope,sentiment_mode,use_positional_encoding,use_news_gate,recency_gate_k,use_two_stage,use_aux_loss,use_variance_reg,MAE,RMSE,DA%,Sharpe,IC,Prec,Rec,F1,ESS,base_rate_DA%,DA_skill%,degenerate
lstm,late,matched,none,True,True,5,True,True,True,0.06935012588898341,0.10038620481888454,64.97373029772329,1.0817422270350765,0.34636676850594883,0.5325842696629214,0.8745387453874539,0.679013307460802,11.0,52.79,12.183333333333332,False
lstm,late,matched,scalars,True,True,5,True,True,True,0.06927348921696345,0.09999838471412659,57.209573847051956,0.6044966662094847,0.4154504021045695,0.5165289256198347,0.922509225092251,0.666863067679161,11.0,52.79,4.42,False
lstm,late,matched,weighted_emb,True,True,5,True,True,True,0.06978733589251836,0.10057068864504497,52.597781669585515,0.5098392928348557,0.49617422345648504,0.4721254355400697,1.0,0.6607284432468011,11.0,52.79,-0.19000000000000009,False
rf,late,matched,none,True,True,5,True,True,True,0.06642487396796544,0.09997536490360896,60.47869235259778,0.09841814183844601,0.2704242008476483,0.6,0.45387453874538747,0.5303526632371423,11.0,52.79,7.69,False
rf,late,matched,scalars,True,True,5,True,True,True,0.06559330473343532,0.0986122116446495,71.92060712200818,0.8919134985005807,0.4626225472408621,0.8481012658227848,0.4944649446494465,0.6221773952058282,11.0,52.79,19.12666666666667,False
rf,late,matched,weighted_emb,True,True,5,True,True,True,0.06552384545405705,0.0986052577694257,72.67950963222417,0.9651990965708612,0.4662387013558788,0.8520710059171598,0.5313653136531366,0.6299046646237657,11.0,52.79,19.89,False
cnn_lstm,late,matched,none,True,True,5,True,True,True,0.06970576445261638,0.1006233940521876,52.42265032107414,0.2861160274259013,0.29646208409148606,0.5838323353293413,0.7195571955719557,0.6424894452866482,11.0,52.79,-0.36666666666666653,False
cnn_lstm,late,matched,scalars,True,True,5,True,True,True,0.06989046931266785,0.10056806604067485,48.102743724460005,0.040071642981281,0.29473225951722504,0.4757630161579892,0.977859778597786,0.6419427046487306,11.0,52.79,-4.686666666666667,False
cnn_lstm,late,matched,weighted_emb,True,True,5,True,True,True,0.07003142933050792,0.1007263312737147,48.2778750729714,0.0530786239500416,0.2358796027248574,0.4835766423357664,0.977859778597786,0.6433236279390125,11.0,52.79,-4.513333333333334,False
