model_name,fusion_type,news_scope,sentiment_mode,market_encoder_name,use_cross_attention,use_positional_encoding,use_news_gate,recency_gate_k,use_two_stage,use_aux_loss,use_variance_reg,MAE,MAE_std,RMSE,RMSE_std,DA%,DA%_std,Sharpe,Sharpe_std,IC,IC_std,Prec,Prec_std,Rec,Rec_std,F1,F1_std,ESS,ESS_std,base_rate_DA%,base_rate_DA%_std,DA_skill%,DA_skill%_std,degenerate,seed_count
cmtf,cmtf,matched,scalars,lstm,False,True,True,5,True,True,True,0.07116480377845681,0.001023829406515973,0.10203966917100125,0.0002963606925014723,45.64505566470203,3.9699920278265064,0.0361381054921695,0.33243185476885667,0.003588605264572756,0.06477952517097016,0.45979970876563314,0.08508044456555994,0.4460551748374626,0.04949009022717933,0.4304046353552322,0.08812400291779882,11.0,0.0,53.24,0.0,-7.596666666666667,3.970520536823016,False,3
cmtf,cmtf,matched,scalars,lstm,True,True,True,5,True,True,True,0.07085000514440057,0.0015730457474688719,0.10078700575010195,0.0009102440254420772,51.538965291421086,2.164074871232263,0.520638385632865,0.18118327250192923,0.11177241218882318,0.04027179439846548,0.5747797567430041,0.02482936844782899,0.5159023018801617,0.020544051275607097,0.5197577274114101,0.039693520128812255,11.0,0.0,53.24,0.0,-1.7033333333333334,2.1630842178087595,False,3
