cell,group,seed,MAE,RMSE,DA%,Sharpe,IC,Prec,Rec,F1,ESS,base_rate_DA%,DA_skill%,DA_ind%,Prec_ind,Rec_ind,F1_ind,ModalDisagreement,TemporalLag,CompositeScore,degenerate,DA%_gated,Sharpe_gated,IC_gated,gate_coverage,gate_tau,gate_conviction,train_time_sec
0,0 — Reference,1,0.07041049566678151,0.09476451903040521,49.668874172185426,0.4875606388362213,0.20415354647531297,0.4983931779952596,0.45262229727029296,0.4468077531026496,100,57.84,-8.17,49.59464958640953,0.4985606582632819,0.4526627972820889,0.4448030672239193,0.38438287153652395,0.1,0.6388404729861162,False,70.69970845481049,0.9562668604462777,0.32527289122102016,0.3792931806869089,0.030247860588133335,True,82.36
0,0 — Reference,42,0.06735432076415722,0.09087808029720842,55.40838852097131,0.8080669876080014,0.3328021860847811,0.6125763934909064,0.49372776867431356,0.45251252532362246,100,57.84,-2.43,54.8214436490347,0.6187872719844733,0.4902537157854588,0.44960772972449503,0.3356997971602434,0.1,0.6017033480615597,False,93.71584699453553,1.121933366530157,0.23474253923837687,0.20756595321055252,0.042484134435653687,True,58.22
0,0 — Reference,123,0.0683230742630935,0.0925750882661507,57.284768211920536,1.0206118089775993,0.30708649231777707,0.6202787298223611,0.5335368290635866,0.5463953459453978,100,57.84,-0.56,57.18689241003807,0.615459774057275,0.5342150480642124,0.54482194056147,0.3925888833249875,0.4,0.6176857407263603,False,75.76301615798923,0.995966189293986,0.23231821047236137,0.30612244897959184,0.035452160984277725,True,51.69
0p,0 — Reference,1,0.06968315464760852,0.09405674680125778,57.395143487858725,0.8420102666863712,0.20744445212335683,0.759494451294698,0.5025678430118701,0.4208060819498015,100,57.84,-0.44,57.03792626261892,0.6953722530979537,0.5015951583601886,0.41795082024896024,0.14475025484199797,0.0,0.6075242689951932,False,67.4721189591078,0.8184566635155301,0.1637167431009861,0.2971627675460428,0.02839866280555725,True,57.5
0p,0 — Reference,42,0.07111214233060488,0.0953138814034411,55.022075055187635,0.8166908065984406,0.20860606506195523,0.5902034951096278,0.5200056952160186,0.5404477606999447,100,57.84,-2.82,54.63525403033693,0.5880795645252882,0.5168580859279761,0.5355456417462868,0.3873239436619718,0.1,0.6199526709971742,False,67.6674364896074,0.7071889183163116,0.10392537068968867,0.2424091587854654,0.0471317395567894,True,77.42
0p,0 — Reference,123,0.07283291068904402,0.09659747326920008,55.40838852097131,0.8657240086253342,0.13865987073100614,0.632015088645794,0.5066743935094521,0.5052032450212824,100,57.84,-2.43,55.647495657705214,0.6262961932059996,0.5111237028824365,0.5067175818963616,0.24279210925644917,0.0,0.6211832503351442,False,63.1578947368421,0.6374718002624523,0.022790150229790525,0.329019412643106,0.04006393440067768,True,77.74
1,1 — Component knockouts,1,0.06865121838994735,0.09481878962701631,55.18763796909493,0.7161973237687232,0.33996387149339935,0.6724950069713984,0.5906038927301067,0.5684971205189232,100,57.84,-2.65,54.791809097951045,0.6661275167865203,0.585177721612917,0.563179989618366,0.7052052052052052,0.1,0.6177377866426363,False,71.69811320754717,0.8263877937693044,0.529068381211245,0.23593827775012444,0.036295872181653976,True,45.64
1,1 — Component knockouts,42,0.07005284355469012,0.09407603230831597,55.29801324503312,0.7809044843528754,0.24114029044247576,0.5867216157315558,0.5277117221533911,0.5498328527299532,100,57.84,-2.54,54.53449730742193,0.5839915919516974,0.5211124637262574,0.5446768483748103,0.459718026183283,0.3,0.628289190398448,False,77.14932126696833,0.9059547954724877,0.3175301631386185,0.24390243902439024,0.04516199603676796,True,64.92
1,1 — Component knockouts,123,0.06994891157254275,0.09465550233839834,50.66225165562914,0.6267294901234128,0.18736147104640424,0.5559624631710521,0.494552076255945,0.5232924361244624,100,57.84,-7.18,50.586895141146705,0.5523098577535528,0.4948486706376056,0.5209551530520045,0.5376884422110553,0.2,0.6410369921636553,False,71.69811320754717,0.7276140492280164,0.3800573199000773,0.23145843703334992,0.03386048600077629,True,63.0
2,1 — Component knockouts,1,0.07296267832308594,0.10016162069332181,44.5916114790287,-0.06548270886001153,0.025593749754898008,0.45123155857434993,0.41404969825346705,0.4249899747201368,100,57.84,-13.25,44.1521778509314,0.44432780878882283,0.4096858488899081,0.4183544293138396,0.426056338028169,0.8,0.732266218639055,False,52.77008310249307,0.07898777359908424,0.04959148141333808,0.39621702339472376,0.017326070927083492,True,73.02
