model_name,fusion_type,news_scope,sentiment_mode,use_positional_encoding,use_news_gate,recency_gate_k,MAE,RMSE,DA%,Sharpe,IC,Prec,Rec,F1
lstm,none,none,none,True,True,5,0.06947900354862213,0.10058008879423141,51.66374781085814,-0.07111659754201322,0.4779717831983478,0.0,0.0,0.0
lstm,late,matched,scalars,True,True,5,0.06861164420843124,0.09928473085165024,58.844133099824866,1.0577401046736337,0.5194299266144815,0.95,0.14022140221402213,0.2443729903536977
lstm,late,all,scalars,True,True,5,0.06870944797992706,0.09940548986196518,53.41506129597198,0.17787273790964825,0.5480306143765572,1.0,0.01845018450184502,0.036231884057971016
rf,none,none,none,True,True,5,0.06545761227607727,0.09865172952413559,65.8493870402802,0.7590569628306814,0.4298581336254661,0.7151162790697675,0.45387453874538747,0.5553047404063206
rf,late,matched,scalars,True,True,5,0.06574005633592606,0.09881754219532013,70.05253940455341,0.7694203361376668,0.4499408966116711,0.8778625954198473,0.42435424354243545,0.5721393034825871
rf,late,all,scalars,True,True,5,0.06582223623991013,0.09888345003128052,69.87740805604203,0.7583622844280515,0.44249052416046625,0.8828125,0.41697416974169743,0.5664160401002506
chronos_ft,none,none,none,True,True,5,0.07052836567163467,0.10113729536533356,47.98598949211909,0.107656502605768,-0.04801669453991846,0.4714003944773176,0.8819188191881919,0.6143958868894602
chronos_ft,late,matched,scalars,True,True,5,0.07018504291772842,0.10097496956586838,50.61295971978984,0.23086339856888052,0.01284996828894702,0.4844124700239808,0.7453874538745388,0.5872093023255813
chronos_ft,late,all,scalars,True,True,5,0.07024957984685898,0.10116901993751526,51.83887915936952,0.21717223070622338,0.009042928665096879,0.4925053533190578,0.8487084870848709,0.6233062330623307
cnn_lstm,none,none,none,True,True,5,0.06941915303468704,0.09963753074407578,55.69176882661997,0.5276234362652228,0.16207699381276142,0.531496062992126,0.4981549815498155,0.5142857142857143
cnn_lstm,late,matched,scalars,True,True,5,0.06866910308599472,0.09879638999700546,56.3922942206655,0.4946626973435907,0.29957293623987796,0.5232558139534884,0.8302583025830258,0.6419400855920113
cnn_lstm,late,all,scalars,True,True,5,0.06820991635322571,0.09931981563568115,63.92294220665499,0.6803296531944091,0.19422294895491124,0.6137184115523465,0.6273062730627307,0.6204379562043796
