model_name,fusion_type,news_scope,sentiment_mode,use_positional_encoding,use_news_gate,recency_gate_k,MAE,RMSE,DA%,Sharpe,IC,Prec,Rec,F1
lstm,hybrid,matched,scalars,True,True,5,0.06978655606508255,0.09985414892435074,68.47635726795096,1.5909486660375847,0.19931102598746178,0.8813559322033898,0.3837638376383764,0.5347043701799487
lstm,hybrid,matched,scalars,False,True,5,0.06869964301586151,0.09974784404039383,54.81611208406305,0.4013113127748328,0.42876006077013573,1.0,0.04797047970479705,0.09154929577464789
lstm,hybrid,matched,scalars,True,False,5,0.06952285766601562,0.10001460462808609,60.07005253940455,0.6218417870932547,0.0647598071514925,0.64,0.35424354243542433,0.4560570071258907
lstm,hybrid,matched,scalars,True,True,3,0.06917691975831985,0.100173719227314,53.59019264448336,0.30777510550312515,0.3717127790271043,0.6,0.06642066420664207,0.11960132890365449
lstm,hybrid,matched,scalars,True,True,10,0.06848195195198059,0.09838787466287613,64.09807355516638,0.937548945023383,0.18623025015113015,0.751937984496124,0.35793357933579334,0.485
lstm,hybrid,matched,scalars,False,False,5,0.06902291625738144,0.09945880621671677,55.51663747810858,0.6186170915743212,0.3180134599030219,0.7741935483870968,0.08856088560885608,0.15894039735099338
chronos_ft,hybrid,matched,scalars,True,True,5,0.07002033293247223,0.1010301485657692,51.48861646234676,0.14430245987358237,0.026421515527408176,0.49176954732510286,0.8819188191881919,0.631439894319683
chronos_ft,hybrid,matched,scalars,False,True,5,0.07002630829811096,0.10102527588605881,48.86164623467601,0.04427311719291628,0.07434287306665438,0.478494623655914,0.985239852398524,0.6441495778045839
chronos_ft,hybrid,matched,scalars,True,False,5,0.06994988024234772,0.10098116844892502,53.41506129597198,0.24200554754185605,0.04028716392934085,0.5037220843672456,0.7490774907749077,0.602373887240356
chronos_ft,hybrid,matched,scalars,True,True,3,0.07003626972436905,0.10102802515029907,49.56217162872154,0.11033699697011248,0.034366720324531565,0.4818181818181818,0.977859778597786,0.6455542021924482
chronos_ft,hybrid,matched,scalars,True,True,10,0.06998217850923538,0.10103639960289001,57.26795096322241,0.23810697289697194,0.062278031152295216,0.5354107648725213,0.6974169741697417,0.6057692307692308
chronos_ft,hybrid,matched,scalars,False,False,5,0.06996822357177734,0.10102558881044388,52.88966725043783,0.16349933073932288,0.03644332200240257,0.5,0.7712177121771218,0.6066763425253991
cnn_lstm,hybrid,matched,scalars,True,True,5,0.06846825033426285,0.09893245995044708,57.96847635726795,0.9582845897094915,0.42583167613251466,0.6666666666666666,0.2140221402214022,0.3240223463687151
cnn_lstm,hybrid,matched,scalars,False,True,5,0.07077072560787201,0.10158199071884155,52.364273204903675,-0.005578059138189676,0.11636263231836226,0.4927536231884058,0.3763837638376384,0.4267782426778243
cnn_lstm,hybrid,matched,scalars,True,False,5,0.07117226719856262,0.1019253134727478,55.51663747810858,0.26464108731699765,-0.04386165106902203,0.5184210526315789,0.7269372693726938,0.6052227342549924
cnn_lstm,hybrid,matched,scalars,True,True,3,0.06759960949420929,0.09828439354896545,62.87215411558669,0.6099063189630775,0.23964393898667596,0.6051660516605166,0.6051660516605166,0.6051660516605166
cnn_lstm,hybrid,matched,scalars,True,True,10,0.06740173697471619,0.0982649102807045,63.74781085814361,0.6709287442767657,0.2696571054864987,0.6165413533834586,0.6051660516605166,0.6108007448789572
cnn_lstm,hybrid,matched,scalars,False,False,5,0.06691960990428925,0.09800021350383759,69.00175131348512,0.9007925244347705,0.3715078282702514,0.6284916201117319,0.8302583025830258,0.7154213036565978
