model_name,fusion_type,news_scope,sentiment_mode,use_positional_encoding,use_news_gate,recency_gate_k,MAE,RMSE,DA%,Sharpe,IC,Prec,Rec,F1
lstm,late,matched,none,True,True,5,0.06815174221992493,0.09786490350961685,59.89492119089317,1.2481395051162818,0.4229503730619477,0.85,0.1881918819188192,0.3081570996978852
lstm,late,matched,scalars,True,True,5,0.06920035183429718,0.10003004968166351,52.53940455341506,-0.025159212668865484,0.6026473578096045,0.0,0.0,0.0
lstm,late,matched,weighted_emb,True,True,5,0.08167725801467896,0.10883869975805283,61.12084063047285,0.8002689409720283,0.06473258613765663,0.6666666666666666,0.35424354243542433,0.4626506024096385
rf,late,matched,none,True,True,5,0.06529149413108826,0.09855810552835464,67.95096322241682,0.8777121828631553,0.4322184302983492,0.7087378640776699,0.5387453874538746,0.6121593291404613
rf,late,matched,scalars,True,True,5,0.06574849784374237,0.09882190823554993,70.2276707530648,0.7755529763162287,0.4479367256734123,0.8787878787878788,0.4280442804428044,0.5756823821339949
rf,late,matched,weighted_emb,True,True,5,0.06568063050508499,0.09870807081460953,70.05253940455341,0.7707544915725353,0.4581269978634049,0.8778625954198473,0.42435424354243545,0.5721393034825871
chronos_ft,late,matched,none,True,True,5,0.07060901075601578,0.10099920630455017,49.21190893169877,0.0678445366271779,-0.0008375696564884437,0.4797047970479705,0.959409594095941,0.6396063960639606
chronos_ft,late,matched,scalars,True,True,5,0.06941057741641998,0.10051726549863815,55.86690017513135,0.28831763788389914,0.18399984022724944,0.5201793721973094,0.8560885608856088,0.6471408647140865
chronos_ft,late,matched,weighted_emb,True,True,5,0.0705571323633194,0.10076168924570084,48.161120840630474,0.29593376549999667,0.04264286031433794,0.46956521739130436,0.7970479704797048,0.5909712722298222
cnn_lstm,late,matched,none,True,True,5,0.06794927269220352,0.09947936236858368,62.34676007005254,0.5014412185150243,0.24603694319881084,0.59375,0.6309963099630996,0.6118067978533094
cnn_lstm,late,matched,scalars,True,True,5,0.06772524118423462,0.09795589745044708,67.0753064798599,1.075108030713769,0.34170694126177587,0.6680497925311203,0.5940959409594095,0.6289062499999999
cnn_lstm,late,matched,weighted_emb,True,True,5,0.06821506470441818,0.09818153083324432,59.36952714535902,0.5910139884675625,0.23622443395956846,0.5893719806763285,0.45018450184501846,0.510460251046025
