model_name,fusion_type,news_scope,sentiment_mode,use_positional_encoding,use_news_gate,recency_gate_k,MAE,RMSE,DA%,Sharpe,IC,Prec,Rec,F1
lstm,none,none,none,True,True,5,0.012293360196053982,0.019018178805708885,54.203935599284435,1.483732882958802,0.12748644181371993,0.46963562753036436,0.4393939393939394,0.45401174168297453
lstm,late,matched,scalars,True,True,5,0.012224473059177399,0.01907818578183651,53.84615384615385,0.796750506925453,0.07196779577147892,0.4509090909090909,0.4696969696969697,0.4601113172541744
lstm,late,all,scalars,True,True,5,0.012242605909705162,0.019068501889705658,51.162790697674424,0.9801174232107408,0.08011445955074357,0.4468599033816425,0.7007575757575758,0.5457227138643067
rf,none,none,none,True,True,5,0.012632820755243301,0.01956472359597683,53.48837209302325,0.4402400683237785,0.08361581069629177,0.4587628865979381,0.3371212121212121,0.38864628820960695
rf,late,matched,scalars,True,True,5,0.012539680115878582,0.019329264760017395,52.59391771019678,0.5972208752704992,0.03865581214647215,0.44607843137254904,0.3446969696969697,0.38888888888888895
rf,late,all,scalars,True,True,5,0.012539389543235302,0.019325263798236847,52.41502683363149,0.4713355646143427,0.03895232202062851,0.4444444444444444,0.36363636363636365,0.39999999999999997
chronos_ft,none,none,none,True,True,5,0.0124061219394207,0.01929398998618126,50.80500894454383,-0.13487222073691083,-0.03190814395766141,0.4349593495934959,0.4053030303030303,0.41960784313725485
chronos_ft,late,matched,scalars,True,True,5,0.012265527620911598,0.019131513312458992,53.84615384615385,0.15338886079962347,0.06467502491928183,0.4628099173553719,0.42424242424242425,0.44268774703557306
chronos_ft,late,all,scalars,True,True,5,0.01237871777266264,0.01928712986409664,50.44722719141323,-1.1762259707296612,0.022558578057349163,0.4296577946768061,0.42803030303030304,0.42884250474383306
cnn_lstm,none,none,none,True,True,5,0.012270817533135414,0.0191070344299078,52.05724508050089,0.5077312279868775,-0.02359099485601668,0.4489795918367347,0.08333333333333333,0.14057507987220447
cnn_lstm,late,matched,scalars,True,True,5,0.012256081216037273,0.01911013387143612,52.95169946332737,0.23399594550392613,-0.03082948586282998,0.4444444444444444,0.06060606060606061,0.10666666666666667
cnn_lstm,late,all,scalars,True,True,5,0.012251843698322773,0.019058402627706528,50.80500894454383,0.8569225572005453,0.10809198859767492,0.4431818181818182,0.7386363636363636,0.5539772727272727
