model_name,fusion_type,news_scope,sentiment_mode,use_positional_encoding,use_news_gate,recency_gate_k,MAE,RMSE,DA%,Sharpe,IC,Prec,Rec,F1
lstm,none,none,none,True,True,5,0.028609707951545715,0.046194788068532944,57.939189189189186,1.8619113094627096,0.2279242345720409,0.7590361445783133,0.21428571428571427,0.33421750663129973
lstm,early,matched,scalars,True,True,5,0.029222778975963593,0.047222476452589035,53.547297297297305,0.12789605902591938,0.1844210300811849,0.6323529411764706,0.14625850340136054,0.23756906077348064
lstm,late,matched,scalars,True,True,5,0.028587568551301956,0.04626154154539108,53.547297297297305,0.9011886532770552,0.26683059693331734,0.7045454545454546,0.1054421768707483,0.1834319526627219
lstm,hybrid,matched,scalars,True,True,5,0.030165191739797592,0.04742743447422981,51.35135135135135,0.47827608492106577,0.16065981895248557,0.875,0.023809523809523808,0.04635761589403973
lstm,cmtf,matched,scalars,True,True,5,0.028992684558033943,0.04637163132429123,54.22297297297297,1.0753787944603557,0.17012307758556913,0.6527777777777778,0.1598639455782313,0.25683060109289624
rf,none,none,none,True,True,5,0.028882626444101334,0.04642021283507347,53.547297297297305,0.4933246806558408,0.08912134247895709,0.5309734513274337,0.40816326530612246,0.46153846153846156
rf,late,matched,scalars,True,True,5,0.029196111485362053,0.04661506786942482,51.858108108108105,0.3391805015825211,0.08024610996758084,0.5202312138728323,0.30612244897959184,0.38543897216274087
chronos_ft,none,none,none,True,True,5,0.028912058100104332,0.04652126505970955,50.16891891891891,0.27274318878473547,0.057696513115866446,0.4895397489539749,0.3979591836734694,0.43902439024390244
chronos_ft,late,matched,scalars,True,True,5,0.02904568240046501,0.046888090670108795,51.520270270270274,0.2787952200200067,0.035200123165833715,0.5059760956175299,0.43197278911564624,0.46605504587155966
chronos_ft,hybrid,matched,scalars,True,True,5,0.028871623799204826,0.046656884253025055,51.858108108108105,0.20234519650483943,0.08537295165413701,0.5244755244755245,0.25510204081632654,0.34324942791762014
cnn_lstm,none,none,none,True,True,5,0.02880445122718811,0.04640626534819603,52.02702702702703,0.593578631309163,0.14973595734795572,1.0,0.034013605442176874,0.06578947368421054
cnn_lstm,early,matched,scalars,True,True,5,0.028990253806114197,0.04659511521458626,46.79054054054054,0.12527032177506936,-0.070018648829023,0.44308943089430897,0.3707482993197279,0.40370370370370373
cnn_lstm,late,matched,scalars,True,True,5,0.028995754197239876,0.04660925641655922,49.32432432432432,0.10773905151457419,-0.005923910481861443,0.4812680115273775,0.5680272108843537,0.5210608424336973
cnn_lstm,hybrid,matched,scalars,True,True,5,0.030367493629455566,0.04697596654295921,52.02702702702703,0.5778390485030662,0.037493847101380824,0.5098039215686274,0.4421768707482993,0.4735883424408014
cnn_lstm,cmtf,matched,scalars,True,True,5,0.02890835329890251,0.04635744169354439,53.04054054054054,0.9670913537946622,0.02152140206793718,0.5235849056603774,0.37755102040816324,0.43873517786561267
