model_name,fusion_type,news_scope,sentiment_mode,use_positional_encoding,use_news_gate,recency_gate_k,MAE,RMSE,DA%,Sharpe,IC,Prec,Rec,F1
lstm,hybrid,matched,scalars,True,True,5,0.012252061627805233,0.019090572372078896,56.708407871198574,1.3519271747899277,0.1136550836050274,0.5223880597014925,0.26515151515151514,0.3517587939698492
lstm,hybrid,matched,scalars,False,True,5,0.012204418890178204,0.019059283658862114,54.38282647584973,0.807815777363854,0.0839925227732511,0.47058823529411764,0.2727272727272727,0.3453237410071942
lstm,hybrid,matched,scalars,True,False,5,0.012462364509701729,0.01932404562830925,53.13059033989267,0.3190402532109594,0.06287342107864882,0.4566929133858268,0.2196969696969697,0.2966751918158568
lstm,hybrid,matched,scalars,True,True,3,0.012304718606173992,0.019052525982260704,49.37388193202147,1.0386435091857775,0.061159272464056294,0.43683083511777304,0.7727272727272727,0.558139534883721
lstm,hybrid,matched,scalars,True,True,10,0.01228474359959364,0.019184395670890808,53.13059033989267,0.1800531956453471,0.028730796095653533,0.5,0.015151515151515152,0.029411764705882356
lstm,hybrid,matched,scalars,False,False,5,0.012236078269779682,0.019113510847091675,55.4561717352415,0.7368076722443325,0.06950480523786505,0.5714285714285714,0.13636363636363635,0.22018348623853207
chronos_ft,hybrid,matched,scalars,True,True,5,0.012264975346624851,0.019122883677482605,48.658318425760285,-1.1619368976881188,-0.0010877701962272602,0.42265193370165743,0.5795454545454546,0.48881789137380194
chronos_ft,hybrid,matched,scalars,False,True,5,0.012242523021996021,0.019111206755042076,53.30948121645797,-0.5969384362413946,0.031163700984141503,0.45614035087719296,0.3939393939393939,0.4227642276422764
chronos_ft,hybrid,matched,scalars,True,False,5,0.012254828587174416,0.019106188789010048,52.772808586762075,-0.4048248101949642,0.02485757695003745,0.452991452991453,0.4015151515151515,0.4257028112449799
chronos_ft,hybrid,matched,scalars,True,True,3,0.012239388190209866,0.019100362434983253,52.59391771019678,-0.41203277130926863,0.027482988072612104,0.4392523364485981,0.17803030303030304,0.2533692722371968
chronos_ft,hybrid,matched,scalars,True,True,10,0.012251884676516056,0.019121702760457993,52.23613595706619,0.005192793421680173,-0.009213146221368882,0.421875,0.10227272727272728,0.16463414634146342
chronos_ft,hybrid,matched,scalars,False,False,5,0.01224203035235405,0.019111448898911476,55.27728085867621,0.0942160879112925,0.024974646505614376,0.5164835164835165,0.17803030303030304,0.2647887323943662
cnn_lstm,hybrid,matched,scalars,True,True,5,0.0122635243460536,0.019033359363675117,51.162790697674424,0.9022992021545322,0.0335006669659791,0.4462809917355372,0.6136363636363636,0.5167464114832536
cnn_lstm,hybrid,matched,scalars,False,True,5,0.012174473144114017,0.018964942544698715,55.4561717352415,1.281264548901568,0.1260185555946096,0.48104956268221577,0.625,0.5436573311367381
cnn_lstm,hybrid,matched,scalars,True,False,5,0.01238609105348587,0.019098270684480667,52.95169946332737,1.095932032019677,0.003973059497979041,0.45852534562211983,0.7537878787878788,0.5702005730659027
cnn_lstm,hybrid,matched,scalars,True,True,3,0.012259972281754017,0.019037149846553802,54.02504472271914,1.2265570078487062,0.06072948501488618,0.4573170731707317,0.5681818181818182,0.5067567567567568
cnn_lstm,hybrid,matched,scalars,True,True,10,0.0122109055519104,0.01897115632891655,55.4561717352415,1.5502128564915287,0.11393711361690818,0.489247311827957,0.3446969696969697,0.40444444444444444
cnn_lstm,hybrid,matched,scalars,False,False,5,0.012672003358602524,0.019409403204917908,51.162790697674424,-0.18038545772345088,0.016222525483315695,0.447887323943662,0.6022727272727273,0.5137318255250404
